depth,age.cal.BP,Alnus,Abies,Acer,Betula,Carpinus,Fagus,Fraxinus,Juglans,Pinus,Prunus,Quercus,Sorbus,Tilia,Ulmus,Corylus,Craetagus,Salix,Hedera,Ilex,Lonicera,Ericaceae,Calluna,Poaceae,Hordeum,Avena/Triticum,Secale cereale,Cyperaceae,Apiaceae,Anthemis,Artemisia,Asteraceae,Brassicaceae,Cardueae,Caryophyllaceae,Centaurea nigra,Chenopodiaceae,Epilobium,Euphorbia,Filipendula,Galium,Geranium,Humulus,Hydrocotyle,Hypericum,Jasione,Lamium,Lactuceae,Lotus,Menyanthes,Montia,Myosotis,Papaver,Persicaria,Plantago lanceolata,Plantago m/m,Polygala,Potentilla,Prunella,Rumex acetosa,Rumex acetosella,Rumex sanguinea,Ranunculus,Rhinanthus,Rosa undiff.,Sanguisorba,Scrophularia\i,Succisa,Thalictrum,Trifolium,Ulex,Urtica,Valeriana dioica,Valerianella,Veronica,Vicia,Liliaceae,Potamogeton,Dryopteris,Hymenophyllum,Osmunda,Polypodium,Pteridium,Pteropsida,Sphagnum,,,,,,,,
72.0 ,1514.0 ,8.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,2.0 ,1.0 ,2.0 ,0.0 ,18.0 ,0.0 ,0.0 ,0.0 ,8.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,6.0 ,150.0 ,0.0 ,0.0 ,0.0 ,259.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,8.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,6.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,3.0 ,0.0 ,0.0 ,3.0 ,0.0 ,6.0 ,0.0 ,1.0 ,4.0 ,0.0 ,2.0 ,1.0 ,0.0 ,3.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,1.0 ,5.0 ,2.0 ,,,,,,,,
76.0 ,1636.0 ,14.0 ,0.0 ,0.0 ,3.0 ,0.0 ,2.0 ,0.0 ,0.0 ,2.0 ,0.0 ,27.0 ,1.0 ,0.0 ,1.0 ,6.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,6.0 ,187.0 ,3.0 ,1.0 ,0.0 ,194.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,7.0 ,0.0 ,7.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,15.0 ,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,3.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,1.0 ,6.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,8.0 ,7.0 ,3.0 ,1.0 ,,,,,,,,
80.0 ,1757.0 ,16.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,0.0 ,3.0 ,0.0 ,14.0 ,0.0 ,0.0 ,1.0 ,8.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,18.0 ,290.0 ,1.0 ,0.0 ,0.0 ,81.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,6.0 ,1.0 ,11.0 ,0.0 ,2.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,13.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,5.0 ,0.0 ,0.0 ,6.0 ,0.0 ,1.0 ,0.0 ,0.0 ,5.0 ,0.0 ,0.0 ,0.0 ,3.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,24.0 ,19.0 ,6.0 ,2.0 ,,,,,,,,
84.0 ,1879.0 ,20.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,22.0 ,0.0 ,0.0 ,0.0 ,15.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,17.0 ,259.0 ,0.0 ,2.0 ,0.0 ,87.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,5.0 ,3.0 ,8.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,4.0 ,24.0 ,6.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,5.0 ,0.0 ,1.0 ,0.0 ,0.0 ,6.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,21.0 ,16.0 ,7.0 ,4.0 ,,,,,,,,
88.0 ,2000.0 ,22.0 ,0.0 ,0.0 ,2.0 ,0.0 ,2.0 ,0.0 ,0.0 ,3.0 ,0.0 ,21.0 ,0.0 ,0.0 ,0.0 ,9.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,38.0 ,233.0 ,0.0 ,0.0 ,0.0 ,62.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,11.0 ,0.0 ,27.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,6.0 ,0.0 ,4.0 ,12.0 ,9.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,1.0 ,9.0 ,0.0 ,1.0 ,0.0 ,0.0 ,3.0 ,1.0 ,0.0 ,0.0 ,4.0 ,10.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.0 ,5.0 ,6.0 ,1.0 ,,,,,,,,
92.0 ,2121.0 ,17.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,23.0 ,1.0 ,0.0 ,1.0 ,16.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,15.0 ,304.0 ,1.0 ,0.0 ,0.0 ,76.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,7.0 ,1.0 ,1.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,6.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,8.0 ,1.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,5.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,19.0 ,12.0 ,1.0 ,,,,,,,,
96.0 ,2154.0 ,52.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,41.0 ,3.0 ,0.0 ,0.0 ,18.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,10.0 ,221.0 ,2.0 ,0.0 ,0.0 ,86.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,7.0 ,4.0 ,8.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,19.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,0.0 ,0.0 ,2.0 ,0.0 ,3.0 ,0.0 ,0.0 ,4.0 ,0.0 ,1.0 ,1.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,35.0 ,22.0 ,21.0 ,5.0 ,,,,,,,,
100.0 ,2187.0 ,62.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,36.0 ,0.0 ,0.0 ,0.0 ,32.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,15.0 ,234.0 ,0.0 ,0.0 ,0.0 ,74.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,2.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,5.0 ,0.0 ,0.0 ,1.0 ,2.0 ,0.0 ,0.0 ,7.0 ,1.0 ,0.0 ,2.0 ,0.0 ,2.0 ,0.0 ,0.0 ,2.0 ,0.0 ,2.0 ,0.0 ,2.0 ,4.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,24.0 ,30.0 ,13.0 ,1.0 ,,,,,,,,
104.0 ,2220.0 ,41.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,27.0 ,1.0 ,0.0 ,0.0 ,24.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,10.0 ,247.0 ,3.0 ,1.0 ,0.0 ,90.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,5.0 ,4.0 ,9.0 ,0.0 ,0.0 ,0.0 ,1.0 ,2.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,1.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,6.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,45.0 ,23.0 ,15.0 ,5.0 ,,,,,,,,
108.0 ,2253.0 ,35.0 ,0.0 ,0.0 ,1.0 ,0.0 ,2.0 ,0.0 ,0.0 ,3.0 ,0.0 ,36.0 ,1.0 ,0.0 ,0.0 ,17.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,14.0 ,181.0 ,0.0 ,0.0 ,0.0 ,144.0 ,0.0 ,1.0 ,2.0 ,2.0 ,0.0 ,6.0 ,3.0 ,6.0 ,1.0 ,0.0 ,1.0 ,1.0 ,2.0 ,4.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,19.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,11.0 ,0.0 ,0.0 ,1.0 ,0.0 ,2.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,60.0 ,25.0 ,19.0 ,8.0 ,,,,,,,,
112.0 ,2286.0 ,64.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,43.0 ,0.0 ,0.0 ,0.0 ,39.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,0.0 ,8.0 ,207.0 ,1.0 ,0.0 ,0.0 ,82.0 ,0.0 ,0.0 ,1.0 ,6.0 ,0.0 ,3.0 ,1.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,12.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,8.0 ,0.0 ,0.0 ,3.0 ,0.0 ,2.0 ,0.0 ,0.0 ,4.0 ,1.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,54.0 ,0.0 ,0.0 ,0.0 ,45.0 ,27.0 ,19.0 ,2.0 ,,,,,,,,
116.0 ,2318.0 ,25.0 ,0.0 ,0.0 ,3.0 ,1.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,43.0 ,0.0 ,0.0 ,5.0 ,30.0 ,0.0 ,1.0 ,0.0 ,2.0 ,0.0 ,1.0 ,6.0 ,147.0 ,0.0 ,0.0 ,0.0 ,185.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,5.0 ,1.0 ,10.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,6.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,0.0 ,2.0 ,1.0 ,0.0 ,0.0 ,1.0 ,4.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,72.0 ,33.0 ,19.0 ,2.0 ,,,,,,,,
120.0 ,2351.0 ,59.0 ,0.0 ,0.0 ,2.0 ,0.0 ,5.0 ,0.0 ,0.0 ,3.0 ,0.0 ,50.0 ,0.0 ,0.0 ,1.0 ,40.0 ,0.0 ,0.0 ,1.0 ,3.0 ,0.0 ,0.0 ,6.0 ,195.0 ,0.0 ,0.0 ,0.0 ,90.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,8.0 ,1.0 ,4.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,5.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,7.0 ,0.0 ,0.0 ,2.0 ,0.0 ,3.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,1.0 ,9.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,1.0 ,44.0 ,24.0 ,19.0 ,0.0 ,,,,,,,,
124.0 ,2384.0 ,114.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,45.0 ,1.0 ,0.0 ,1.0 ,40.0 ,0.0 ,0.0 ,1.0 ,2.0 ,0.0 ,0.0 ,5.0 ,208.0 ,0.0 ,0.0 ,0.0 ,54.0 ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,3.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,2.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,11.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,45.0 ,27.0 ,31.0 ,1.0 ,,,,,,,,
128.0 ,2417.0 ,136.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,37.0 ,1.0 ,0.0 ,1.0 ,31.0 ,0.0 ,3.0 ,0.0 ,1.0 ,0.0 ,0.0 ,1.0 ,205.0 ,0.0 ,0.0 ,0.0 ,62.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,2.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,9.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,12.0 ,0.0 ,0.0 ,0.0 ,8.0 ,12.0 ,16.0 ,2.0 ,,,,,,,,
132.0 ,2450.0 ,58.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,44.0 ,1.0 ,1.0 ,1.0 ,38.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,7.0 ,223.0 ,0.0 ,0.0 ,0.0 ,66.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,4.0 ,0.0 ,5.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,8.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,11.0 ,0.0 ,0.0 ,3.0 ,0.0 ,2.0 ,1.0 ,0.0 ,3.0 ,1.0 ,0.0 ,0.0 ,0.0 ,10.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,35.0 ,16.0 ,19.0 ,2.0 ,,,,,,,,
136.0 ,2483.0 ,144.0 ,0.0 ,0.0 ,5.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,35.0 ,0.0 ,1.0 ,2.0 ,46.0 ,0.0 ,2.0 ,4.0 ,1.0 ,1.0 ,0.0 ,0.0 ,185.0 ,0.0 ,0.0 ,0.0 ,54.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,2.0 ,2.0 ,3.0 ,1.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,2.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,9.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,16.0 ,0.0 ,0.0 ,0.0 ,27.0 ,12.0 ,17.0 ,0.0 ,,,,,,,,
140.0 ,2516.0 ,172.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,51.0 ,1.0 ,0.0 ,0.0 ,45.0 ,0.0 ,0.0 ,0.0 ,1.0 ,2.0 ,0.0 ,5.0 ,159.0 ,0.0 ,0.0 ,0.0 ,41.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,1.0 ,2.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,2.0 ,0.0 ,4.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,27.0 ,24.0 ,23.0 ,0.0 ,,,,,,,,
144.0 ,2548.0 ,178.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,6.0 ,0.0 ,2.0 ,0.0 ,47.0 ,0.0 ,0.0 ,2.0 ,44.0 ,0.0 ,1.0 ,0.0 ,3.0 ,0.0 ,0.0 ,4.0 ,146.0 ,0.0 ,0.0 ,0.0 ,52.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,3.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,2.0 ,1.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,57.0 ,22.0 ,37.0 ,0.0 ,,,,,,,,
148.0 ,2581.0 ,162.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,2.0 ,0.0 ,1.0 ,0.0 ,55.0 ,1.0 ,1.0 ,0.0 ,33.0 ,0.0 ,3.0 ,0.0 ,3.0 ,0.0 ,0.0 ,8.0 ,156.0 ,0.0 ,0.0 ,0.0 ,61.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,1.0 ,0.0 ,1.0 ,0.0 ,0.0 ,5.0 ,0.0 ,1.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,44.0 ,43.0 ,25.0 ,0.0 ,,,,,,,,
152.0 ,2614.0 ,184.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,80.0 ,0.0 ,2.0 ,0.0 ,51.0 ,0.0 ,2.0 ,0.0 ,2.0 ,0.0 ,0.0 ,5.0 ,137.0 ,1.0 ,0.0 ,0.0 ,33.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,60.0 ,14.0 ,34.0 ,2.0 ,,,,,,,,
